"Date","Tmin_degC","Tmax_degC","Precip_in","Flow_in"
1949-02-27,-9.83,3.07,0.119278638557277,0.107512279848863
1949-02-28,-9.83,3.07,0.119278638557277,0.107512279848863
1949-03-01,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-02,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-03,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-04,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-05,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-06,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-07,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-08,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-09,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-10,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-11,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-12,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-13,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-14,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-15,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-16,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-17,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-18,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-19,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-20,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-21,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-22,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-23,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-24,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-25,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-26,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-27,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-28,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-29,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-30,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-03-31,-6.41,6.2,0.0561726659167604,0.136128800476455
1949-04-01,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-02,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-03,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-04,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-05,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-06,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-07,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-08,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-09,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-10,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-11,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-12,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-13,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-14,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-15,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-16,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-17,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-18,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-19,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-20,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-21,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-22,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-23,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-24,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-25,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-26,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-27,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-28,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-29,-0.48,13.21,0.123380746761494,0.100007861454854
1949-04-30,-0.48,13.21,0.123380746761494,0.100007861454854
1949-05-01,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-02,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-03,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-04,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-05,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-06,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-07,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-08,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-09,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-10,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-11,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-12,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-13,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-14,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-15,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-16,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-17,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-18,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-19,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-20,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-21,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-22,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-23,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-24,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-25,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-26,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-27,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-28,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-29,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-30,4.48,19.89,0.12988188976378,0.0559304643241922
1949-05-31,4.48,19.89,0.12988188976378,0.0559304643241922
1949-06-01,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-02,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-03,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-04,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-05,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-06,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-07,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-08,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-09,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-10,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-11,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-12,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-13,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-14,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-15,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-16,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-17,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-18,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-19,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-20,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-21,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-22,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-23,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-24,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-25,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-26,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-27,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-28,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-29,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-06-30,11.33,26.46,0.0334010668021336,0.0136049489932203
1949-07-01,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-02,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-03,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-04,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-05,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-06,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-07,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-08,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-09,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-10,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-11,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-12,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-13,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-14,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-15,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-16,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-17,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-18,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-19,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-20,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-21,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-22,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-23,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-24,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-25,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-26,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-27,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-28,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-29,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-30,14.42,28.68,0.105341207349081,0.00873048040146551
1949-07-31,14.42,28.68,0.105341207349081,0.00873048040146551
1949-08-01,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-02,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-03,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-04,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-05,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-06,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-07,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-08,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-09,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-10,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-11,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-12,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-13,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-14,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-15,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-16,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-17,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-18,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-19,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-20,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-21,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-22,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-23,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-24,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-25,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-26,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-27,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-28,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-29,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-30,11.69,27.06,0.108115316230632,0.00469919532767703
1949-08-31,11.69,27.06,0.108115316230632,0.00469919532767703
1949-09-01,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-02,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-03,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-04,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-05,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-06,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-07,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-08,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-09,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-10,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-11,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-12,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-13,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-14,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-15,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-16,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-17,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-18,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-19,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-20,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-21,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-22,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-23,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-24,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-25,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-26,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-27,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-28,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-29,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-09-30,6.11,20.05,0.0942976885953772,0.00563597136529651
1949-10-01,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-02,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-03,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-04,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-05,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-06,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-07,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-08,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-09,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-10,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-11,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-12,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-13,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-14,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-15,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-16,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-17,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-18,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-19,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-20,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-21,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-22,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-23,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-24,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-25,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-26,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-27,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-28,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-29,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-30,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-10-31,3.64,19.09,0.0730708661417323,0.00784688193183078
1949-11-01,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-02,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-03,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-04,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-05,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-06,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-07,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-08,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-09,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-10,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-11,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-12,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-13,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-14,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-15,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-16,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-17,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-18,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-19,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-20,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-21,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-22,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-23,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-24,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-25,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-26,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-27,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-28,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-29,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-11-30,-3.65,7.76,0.0579121158242317,0.0110269004973193
1949-12-01,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-02,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-03,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-04,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-05,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-06,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-07,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-08,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-09,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-10,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-11,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-12,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-13,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-14,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-15,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-16,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-17,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-18,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-19,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-20,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-21,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-22,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-23,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-24,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-25,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-26,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-27,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-28,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-29,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-30,-9.09,3.14,0.092257217847769,0.0392080335854335
1949-12-31,-9.09,3.14,0.092257217847769,0.0392080335854335
1950-01-01,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-02,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-03,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-04,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-05,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-06,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-07,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-08,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-09,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-10,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-11,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-12,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-13,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-14,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-15,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-16,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-17,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-18,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-19,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-20,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-21,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-22,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-23,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-24,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-25,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-26,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-27,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-28,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-29,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-30,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-01-31,-10.2,0.91,0.144246888493777,0.0893893646796576
1950-02-01,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-02,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-03,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-04,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-05,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-06,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-07,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-08,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-09,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-10,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-11,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-12,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-13,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-14,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-15,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-16,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-17,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-18,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-19,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-20,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-21,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-22,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-23,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-24,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-25,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-26,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-27,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-02-28,-10.54,-0.92,0.127952755905512,0.0464559233914839
1950-03-01,-9.16,3.63,0.105666479190101,0.131536537641199
1950-03-02,-9.16,3.63,0.105666479190101,0.131536537641199
